Category,Product,Cluster,Total_Price_Bin,Price_Bin,Quantity_Bin
Juices,Passion Fruit Juice,0,Very High,Luxury,Very High
Soft Drinks,Monster,1,Very High,Luxury,Very High
Alcoholic Beverages,Rotkäppchen Sekt,3,Very High,Luxury,High
Alcoholic Beverages,Havana Club,3,High,Luxury,Low
Juices,Passion Fruit Juice,0,Very High,Luxury,Very High
Alcoholic Beverages,Rotkäppchen Sekt,3,Very High,Luxury,Very High
Juices,Cranberry Juice,0,Low,Luxury,Very Low
Alcoholic Beverages,Havana Club,3,Very High,Luxury,Medium
Alcoholic Beverages,Rotkäppchen Sekt,3,Medium,Luxury,Very Low
Alcoholic Beverages,Havana Club,3,Very High,Luxury,Very High
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Very High
Alcoholic Beverages,Merlot,3,Very High,Luxury,Low
Alcoholic Beverages,Rotkäppchen Sekt,3,Low,Luxury,Very Low
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,High
Alcoholic Beverages,Havana Club,3,Very High,Luxury,Very High
Juices,Mango Juice,0,Very High,Luxury,Very High
Alcoholic Beverages,Riesling,3,Very Low,Luxury,Very Low
Juices,Tomato Juice,0,Very High,Luxury,High
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Medium
Juices,Cranberry Juice,0,Medium,Luxury,Very Low
Alcoholic Beverages,Havana Club,3,Low,Luxury,Very Low
Alcoholic Beverages,Riesling,3,High,Luxury,Low
Alcoholic Beverages,Sauvignon Blanc,3,High,Luxury,High
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Medium
Alcoholic Beverages,Merlot,3,Medium,Luxury,Low
Alcoholic Beverages,Riesling,3,High,Luxury,Medium
Alcoholic Beverages,Merlot,3,Very High,Luxury,Very High
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Very Low
Alcoholic Beverages,Sauvignon Blanc,3,Medium,Luxury,Very Low
Juices,Tomato Juice,0,High,Luxury,High
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Low
Alcoholic Beverages,Havana Club,3,Very High,Luxury,Medium
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Very High
Juices,Mango Juice,0,Very High,Luxury,High
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Medium
Alcoholic Beverages,Merlot,3,High,Luxury,High
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,High
Alcoholic Beverages,Chardonnay,3,Medium,Luxury,Very Low
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,High
Alcoholic Beverages,Bacardi,3,Very High,Luxury,Medium
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Medium
Alcoholic Beverages,Chardonnay,3,High,Luxury,High
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,High
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Very Low
Alcoholic Beverages,Chardonnay,3,Very High,Luxury,High
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Very Low
Alcoholic Beverages,Sauvignon Blanc,3,High,Luxury,Low
Alcoholic Beverages,Bacardi,3,Very High,Luxury,High
Alcoholic Beverages,Sauvignon Blanc,3,High,Luxury,Low
Juices,Cranberry Juice,0,High,Luxury,Low
Alcoholic Beverages,Havana Club,3,High,Luxury,Low
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,High
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Very Low
Alcoholic Beverages,Rotkäppchen Sekt,3,Very High,Luxury,Very High
Alcoholic Beverages,Rotkäppchen Sekt,3,Very High,Luxury,High
Alcoholic Beverages,Merlot,3,Low,Luxury,Very Low
Juices,Cranberry Juice,0,High,Luxury,Low
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Very Low
Juices,Cranberry Juice,0,High,Luxury,Medium
Alcoholic Beverages,Bacardi,3,Very High,Luxury,Very High
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Very Low
Alcoholic Beverages,Chardonnay,3,Very High,Luxury,Very High
Alcoholic Beverages,Bacardi,3,Very High,Luxury,High
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Medium
Juices,Mango Juice,0,Very High,Luxury,Very High
Alcoholic Beverages,Merlot,3,High,Luxury,Low
Alcoholic Beverages,Rotkäppchen Sekt,3,Very High,Luxury,High
Alcoholic Beverages,Rotkäppchen Sekt,3,Very High,Luxury,High
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,High
Alcoholic Beverages,Riesling,3,High,Luxury,Low
Juices,Mango Juice,0,Very High,Luxury,Very High
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Very High
Alcoholic Beverages,Merlot,3,Medium,Luxury,Low
Alcoholic Beverages,Riesling,3,High,Luxury,Medium
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Low
Alcoholic Beverages,Havana Club,3,Very High,Luxury,Very High
Juices,Cranberry Juice,0,High,Luxury,Medium
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Very High
Juices,Cranberry Juice,0,Medium,Luxury,Very Low
Alcoholic Beverages,Riesling,3,Low,Luxury,Very Low
Soft Drinks,Rockstar,1,Very High,Luxury,Very High
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Very High
Alcoholic Beverages,Chardonnay,3,High,Luxury,Low
Juices,Passion Fruit Juice,0,Very High,Luxury,Very High
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Low
Alcoholic Beverages,Bacardi,3,Very High,Luxury,Very High
Juices,Cranberry Juice,0,Low,Luxury,Very Low
Alcoholic Beverages,Havana Club,3,Very High,Luxury,Low
Alcoholic Beverages,Rotkäppchen Sekt,3,High,Luxury,Low
Alcoholic Beverages,Merlot,3,High,Luxury,Medium
Alcoholic Beverages,Sauvignon Blanc,3,High,Luxury,Low
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Very High
Alcoholic Beverages,Sauvignon Blanc,3,Medium,Luxury,Very Low
Alcoholic Beverages,Bacardi,3,High,Luxury,Low
Juices,Cranberry Juice,0,Very High,Luxury,Very High
Alcoholic Beverages,Merlot,3,High,Luxury,Medium
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Low
Juices,Mango Juice,0,High,Luxury,High
Alcoholic Beverages,Bacardi,3,Very High,Luxury,Very High
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Low
Juices,Cranberry Juice,0,Low,Luxury,Very Low
Juices,Passion Fruit Juice,0,Very High,Luxury,Very High
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,Very Low
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,High
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,Very Low
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,Medium
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Low
Alcoholic Beverages,Chardonnay,3,Very High,Luxury,High
Alcoholic Beverages,Chardonnay,3,High,Luxury,High
Alcoholic Beverages,Johnnie Walker,3,High,Luxury,Very Low
Juices,Cranberry Juice,0,High,Luxury,Medium
Alcoholic Beverages,Merlot,3,Very High,Luxury,High
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Medium
Alcoholic Beverages,Havana Club,3,High,Luxury,Very Low
Alcoholic Beverages,Jack Daniels,3,High,Luxury,Very Low
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,High
Alcoholic Beverages,Rotkäppchen Sekt,3,Very High,Luxury,Very High
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Very High
Juices,Cranberry Juice,0,Very Low,Luxury,Very Low
Alcoholic Beverages,Rotkäppchen Sekt,3,High,Luxury,High
Juices,Cranberry Juice,0,Medium,Luxury,Low
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,Very Low
Alcoholic Beverages,Havana Club,3,Very High,Luxury,Medium
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Very High
Alcoholic Beverages,Havana Club,3,Very High,Luxury,Medium
Alcoholic Beverages,Riesling,3,Low,Luxury,Very Low
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,High
Alcoholic Beverages,Sauvignon Blanc,3,Very High,Luxury,Medium
Alcoholic Beverages,Havana Club,3,Very High,Luxury,Medium
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Very High
Alcoholic Beverages,Merlot,3,Very High,Luxury,High
Alcoholic Beverages,Chardonnay,3,Very High,Luxury,Very High
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Very High
Alcoholic Beverages,Sauvignon Blanc,3,High,Luxury,Medium
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Very Low
Alcoholic Beverages,Sauvignon Blanc,3,Very High,Luxury,Medium
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Low
Alcoholic Beverages,Sauvignon Blanc,3,High,Luxury,High
Alcoholic Beverages,Riesling,3,High,Luxury,High
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,High
Alcoholic Beverages,Riesling,3,High,Luxury,High
Alcoholic Beverages,Sauvignon Blanc,3,Very High,Luxury,High
Juices,Cranberry Juice,0,High,Luxury,Medium
Alcoholic Beverages,Bacardi,3,Very High,Luxury,High
Alcoholic Beverages,Rotkäppchen Sekt,3,High,Luxury,Low
Juices,Cranberry Juice,0,Very High,Luxury,Very High
Alcoholic Beverages,Havana Club,3,Very High,Luxury,Low
Juices,Cranberry Juice,0,High,Luxury,Medium
Juices,Mango Juice,0,Very High,Luxury,Very High
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,Very Low
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Very Low
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Medium
Alcoholic Beverages,Havana Club,3,Very High,Luxury,Very High
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Very Low
Alcoholic Beverages,Chardonnay,3,Very Low,Luxury,Very Low
Alcoholic Beverages,Riesling,3,High,Luxury,Low
Alcoholic Beverages,Chardonnay,3,High,Luxury,Very Low
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,Very High
Alcoholic Beverages,Riesling,3,High,Luxury,Low
Alcoholic Beverages,Rotkäppchen Sekt,3,Medium,Luxury,Very Low
Alcoholic Beverages,Bacardi,3,High,Luxury,Low
Juices,Cranberry Juice,0,Very Low,Luxury,Very Low
Alcoholic Beverages,Rotkäppchen Sekt,3,High,Luxury,High
Juices,Cranberry Juice,0,High,Luxury,Medium
Alcoholic Beverages,Havana Club,3,Very High,Luxury,Very High
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,Low
Juices,Cranberry Juice,0,Medium,Luxury,Low
Alcoholic Beverages,Havana Club,3,Very High,Luxury,Very High
Soft Drinks,Rockstar,1,Very High,Luxury,Very High
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Very Low
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Very Low
Juices,Cranberry Juice,0,Medium,Luxury,Low
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,Low
Juices,Cranberry Juice,0,Medium,Luxury,Very Low
Juices,Cranberry Juice,0,High,Luxury,Medium
Juices,Cranberry Juice,0,Very Low,Luxury,Very Low
Alcoholic Beverages,Bacardi,3,Very High,Luxury,Medium
Juices,Cranberry Juice,0,Medium,Luxury,Low
Juices,Cranberry Juice,0,High,Luxury,Low
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,High
Alcoholic Beverages,Chardonnay,3,High,Luxury,Low
Alcoholic Beverages,Chardonnay,3,High,Luxury,Medium
Alcoholic Beverages,Rotkäppchen Sekt,3,Very High,Luxury,Very High
Alcoholic Beverages,Merlot,3,Medium,Luxury,Very Low
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,Very Low
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Very Low
Juices,Cranberry Juice,0,High,Luxury,High
Alcoholic Beverages,Havana Club,3,High,Luxury,Very Low
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Very Low
Juices,Cranberry Juice,0,Low,Luxury,Very Low
Alcoholic Beverages,Chardonnay,3,High,Luxury,Low
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Low
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,Very High
Alcoholic Beverages,Riesling,3,High,Luxury,Medium
Alcoholic Beverages,Merlot,3,Low,Luxury,Very Low
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Medium
Juices,Tomato Juice,0,Very High,Luxury,Very High
Alcoholic Beverages,Rotkäppchen Sekt,3,Very High,Luxury,High
Alcoholic Beverages,Merlot,3,Very Low,Luxury,Very Low
Alcoholic Beverages,Havana Club,3,Very High,Luxury,Medium
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Very High
Alcoholic Beverages,Bacardi,3,High,Luxury,Very Low
Alcoholic Beverages,Sauvignon Blanc,3,Very High,Luxury,Very High
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,High
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Medium
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Very High
Alcoholic Beverages,Rotkäppchen Sekt,3,High,Luxury,Very Low
Alcoholic Beverages,Riesling,3,Low,Luxury,Very Low
Alcoholic Beverages,Rotkäppchen Sekt,3,High,Luxury,Low
Alcoholic Beverages,Bacardi,3,Very High,Luxury,Very High
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Low
Alcoholic Beverages,Merlot,3,Low,Luxury,Very Low
Alcoholic Beverages,Sauvignon Blanc,3,Very High,Luxury,High
Alcoholic Beverages,Rotkäppchen Sekt,3,Very High,Luxury,Very High
Juices,Cranberry Juice,0,Low,Luxury,Very Low
Alcoholic Beverages,Bacardi,3,Very High,Luxury,High
Alcoholic Beverages,Bacardi,3,Very High,Luxury,Low
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Low
Alcoholic Beverages,Johnnie Walker,3,High,Luxury,Very Low
Alcoholic Beverages,Rotkäppchen Sekt,3,Medium,Luxury,Very Low
Alcoholic Beverages,Chardonnay,3,Medium,Luxury,Very Low
Juices,Tomato Juice,0,Very High,Luxury,Very High
Alcoholic Beverages,Bacardi,3,Very High,Luxury,Very High
Alcoholic Beverages,Bacardi,3,High,Luxury,Very Low
Alcoholic Beverages,Havana Club,3,Very High,Luxury,Very High
Alcoholic Beverages,Bacardi,3,Low,Luxury,Very Low
Juices,Mango Juice,0,High,Luxury,Medium
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Very Low
Alcoholic Beverages,Bacardi,3,Very High,Luxury,Low
Alcoholic Beverages,Merlot,3,High,Luxury,Medium
Alcoholic Beverages,Tanqueray,3,High,Luxury,Very Low
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,High
Alcoholic Beverages,Rotkäppchen Sekt,3,High,Luxury,Low
Alcoholic Beverages,Chardonnay,3,High,Luxury,Low
Alcoholic Beverages,Chardonnay,3,Very High,Luxury,Very High
Alcoholic Beverages,Rotkäppchen Sekt,3,Very High,Luxury,Medium
Alcoholic Beverages,Rotkäppchen Sekt,3,Very High,Luxury,Medium
Alcoholic Beverages,Chardonnay,3,High,Luxury,High
Alcoholic Beverages,Bacardi,3,Very High,Luxury,Low
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,High
Alcoholic Beverages,Bacardi,3,Very High,Luxury,Very High
Alcoholic Beverages,Chardonnay,3,High,Luxury,Medium
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,High
Juices,Passion Fruit Juice,0,Very High,Luxury,Very High
Alcoholic Beverages,Havana Club,3,Very High,Luxury,Medium
Alcoholic Beverages,Sauvignon Blanc,3,Very High,Luxury,High
Alcoholic Beverages,Merlot,3,High,Luxury,High
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Low
Alcoholic Beverages,Riesling,3,Very High,Luxury,Very High
Juices,Cranberry Juice,0,Medium,Luxury,Very Low
Juices,Passion Fruit Juice,0,Medium,Luxury,Very Low
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Medium
Alcoholic Beverages,Riesling,3,High,Luxury,Low
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Medium
Alcoholic Beverages,Sauvignon Blanc,3,High,Luxury,Low
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,Very High
Alcoholic Beverages,Johnnie Walker,3,High,Luxury,Very Low
Juices,Cranberry Juice,0,High,Luxury,High
Alcoholic Beverages,Sauvignon Blanc,3,Very High,Luxury,Medium
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,Medium
Juices,Cranberry Juice,0,Medium,Luxury,Very Low
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,High
Juices,Cranberry Juice,0,Low,Luxury,Very Low
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Medium
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Very High
Alcoholic Beverages,Bacardi,3,Very High,Luxury,Medium
Alcoholic Beverages,Merlot,3,Very High,Luxury,Very High
Alcoholic Beverages,Sauvignon Blanc,3,Very High,Luxury,High
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,High
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Very Low
Alcoholic Beverages,Rotkäppchen Sekt,3,High,Luxury,Low
Alcoholic Beverages,Rotkäppchen Sekt,3,Very High,Luxury,High
Alcoholic Beverages,Merlot,3,Low,Luxury,Very Low
Alcoholic Beverages,Chardonnay,3,Medium,Luxury,Very Low
Alcoholic Beverages,Bacardi,3,Very High,Luxury,Medium
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Medium
Alcoholic Beverages,Havana Club,3,High,Luxury,Very Low
Alcoholic Beverages,Rotkäppchen Sekt,3,Very High,Luxury,Medium
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Low
Juices,Cranberry Juice,0,High,Luxury,High
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,High
Juices,Cranberry Juice,0,High,Luxury,High
Alcoholic Beverages,Riesling,3,High,Luxury,High
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Low
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,Very Low
Juices,Cranberry Juice,0,Medium,Luxury,Low
Alcoholic Beverages,Bacardi,3,Low,Luxury,Very Low
Alcoholic Beverages,Merlot,3,Very High,Luxury,High
Alcoholic Beverages,Merlot,3,Very High,Luxury,Very High
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Very High
Alcoholic Beverages,Merlot,3,High,Luxury,High
Alcoholic Beverages,Merlot,3,Medium,Luxury,Very Low
Alcoholic Beverages,Sauvignon Blanc,3,Very High,Luxury,Medium
Alcoholic Beverages,Rotkäppchen Sekt,3,High,Luxury,High
Juices,Cranberry Juice,0,High,Luxury,Low
Juices,Mango Juice,0,Very High,Luxury,Very High
Juices,Tomato Juice,0,Very High,Luxury,Very High
Alcoholic Beverages,Chardonnay,3,Very High,Luxury,High
Alcoholic Beverages,Sauvignon Blanc,3,Medium,Luxury,Very Low
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Very High
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Low
Alcoholic Beverages,Rotkäppchen Sekt,3,High,Luxury,Low
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Very Low
Alcoholic Beverages,Riesling,3,High,Luxury,High
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Low
Alcoholic Beverages,Chardonnay,3,Very High,Luxury,Very High
Alcoholic Beverages,Sauvignon Blanc,3,High,Luxury,Low
Juices,Cranberry Juice,0,Low,Luxury,Very Low
Alcoholic Beverages,Riesling,3,Very High,Luxury,Very High
Alcoholic Beverages,Sauvignon Blanc,3,Very High,Luxury,Very High
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Very Low
Juices,Cranberry Juice,0,Medium,Luxury,Low
Alcoholic Beverages,Merlot,3,Very High,Luxury,Very High
Juices,Cranberry Juice,0,Medium,Luxury,Low
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Low
Juices,Cranberry Juice,0,High,Luxury,High
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Very High
Juices,Cranberry Juice,0,Low,Luxury,Very Low
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Low
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Medium
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Medium
Juices,Mango Juice,0,High,Luxury,High
Alcoholic Beverages,Merlot,3,High,Luxury,Low
Juices,Cranberry Juice,0,High,Luxury,Medium
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Very High
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Very Low
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Very High
Juices,Mango Juice,0,Very High,Luxury,Very High
Alcoholic Beverages,Chardonnay,3,High,Luxury,Low
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Medium
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Medium
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,High
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Very Low
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,High
Alcoholic Beverages,Sauvignon Blanc,3,Very High,Luxury,Medium
Juices,Tomato Juice,0,Very High,Luxury,Very High
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,High
Alcoholic Beverages,Sauvignon Blanc,3,Low,Luxury,Very Low
Alcoholic Beverages,Tanqueray,3,Very High,Luxury,High
Juices,Cranberry Juice,0,High,Luxury,Medium
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Medium
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,High
Alcoholic Beverages,Sauvignon Blanc,3,Medium,Luxury,Very Low
Alcoholic Beverages,Riesling,3,High,Luxury,High
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Very Low
Juices,Cranberry Juice,0,Low,Luxury,Very Low
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Low
Alcoholic Beverages,Merlot,3,Low,Luxury,Very Low
Alcoholic Beverages,Veuve Clicquot,3,Very High,Luxury,Very Low
Alcoholic Beverages,Sauvignon Blanc,3,Very High,Luxury,High
Juices,Cranberry Juice,0,High,Luxury,Low
Alcoholic Beverages,Chardonnay,3,Very High,Luxury,Medium
Alcoholic Beverages,Merlot,3,High,Luxury,Low
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,High
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Low
Alcoholic Beverages,Merlot,3,High,Luxury,High
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Low
Alcoholic Beverages,Havana Club,3,Very High,Luxury,High
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Low
Alcoholic Beverages,Riesling,3,Very High,Luxury,Very High
Alcoholic Beverages,Havana Club,3,High,Luxury,Very Low
Juices,Cranberry Juice,0,Medium,Luxury,Low
Juices,Cranberry Juice,0,High,Luxury,Medium
Alcoholic Beverages,Chardonnay,3,Medium,Luxury,Very Low
Alcoholic Beverages,Merlot,3,Very High,Luxury,Very High
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Low
Alcoholic Beverages,Johnnie Walker,3,Very High,Luxury,Low
Alcoholic Beverages,Bacardi,3,Very High,Luxury,Low
Alcoholic Beverages,Moët & Chandon,3,Very High,Luxury,Very Low
Alcoholic Beverages,Merlot,3,High,Luxury,High
Alcoholic Beverages,Havana Club,3,Very High,Luxury,Low
Alcoholic Beverages,Jack Daniels,3,Very High,Luxury,Low
